timestamp,memory_used_mb,memory_percent
2026-02-04 18:22:25,0,,0
2026-02-04 18:22:36,0,,0
2026-02-04 18:22:46,0,,0
2026-02-04 18:22:56,0,,0
2026-02-04 18:23:07,0,,0
2026-02-04 18:23:17,3,,0
2026-02-04 18:23:27,3,,0
2026-02-04 18:23:38,3,,0
2026-02-04 18:23:48,3,,0
2026-02-04 18:23:58,3,,0
2026-02-04 18:24:09,3,,0
2026-02-04 18:24:19,3,,0
2026-02-04 18:24:29,3,,0
2026-02-04 18:24:40,3,,0
2026-02-04 18:24:50,3,,0
2026-02-04 18:25:00,3,,0
2026-02-04 18:25:11,3,,0
