event,ra,dec,mass_1_source,mass_2_source,chirp_mass_source,luminosity_distance,chi_eff,redshift,geocent_time
GW231018_233037,5.123250884529015,0.5196523464007914,10.433934065705277,7.1876747185882035,7.856544901170787,1544.0830670520077,0.007285427278995227,0.29340005820364445,1381707055.0418534
GW231020_142947,2.157846222382773,1.21503700731526,10.491202160857924,8.227396974012962,7.895074430490634,1373.648916800954,0.07414865947580253,0.2633092318256219,1381847405.601253
GW231028_153006,0.31465518202603715,-0.4190265634260034,83.52595527835558,66.46682404405252,62.409173283329466,4563.073693434516,0.4368714053758952,0.7254372074260025,1382542224.2026966
GW231102_071736,3.7982533048252414,-0.9591528180569732,59.409360813764366,43.48932582576798,42.338296464973894,3698.4111173419733,0.016239983894592858,0.6957192395928556,1382944674.3392286
GW231104_133418,5.560005194933994,0.9406417620443501,11.17260849960992,9.214419465676128,8.747340851591867,1545.5629318880754,0.140296257554525,0.29623019814032014,1383140076.9233792
GW231108_125142,5.710661242349103,-0.6877626356530006,22.45751005282926,17.267116497406327,16.878992557546326,2312.6646630199016,-0.0829102381907893,0.41259272899812116,1383483120.4402335
GW231110_040320,0.3459808842790274,0.6848386465999461,18.718421732698324,11.92293548399179,13.038745161837065,1985.9686388061045,0.1887742806079002,0.36975407795593884,1383624218.238546
GW231113_122623,6.069205887654625,0.5306585133375525,37.79612217712776,26.5377465533918,28.019527541470048,2802.790387479615,0.3906396817112193,0.5881950477886847,1383913601.8626533
GW231113_200417,3.8224044252419844,1.2809885899599331,10.304931183896542,7.72108185194568,8.02906575100593,1094.9192739800633,0.11706942267504569,0.2172732418799991,1383941075.9260824
GW231114_043211,6.031498781981922,-0.6493133582019726,21.653414590949154,8.257767633696549,11.561999327314965,1188.6857348913054,0.03467781182057417,0.23549131325328038,1383971549.266919
GW231118_005626,2.2642867313163615,0.8074310493652717,19.636788379506044,10.549462774755336,12.242402944717018,2324.332853015536,0.3599668916690227,0.4170830427280881,1384304204.8226264
GW231118_071402,0.28938266138859314,-0.555738381628567,40.940550343791784,29.39984010428723,30.242933711848607,3871.233982734049,0.07451975599674732,0.6460362812162268,1384326860.2430966
GW231118_090602,1.3457300992389944,-0.9084037385511594,11.306587873049375,7.667242428023741,8.260878069384674,1459.7752244753553,0.04733636462055521,0.2784383933755753,1384333580.0264926
GW231119_075248,4.101566204827133,0.8575126317807489,45.53278505220213,33.72617290468846,32.09574810155026,5561.745460871301,-0.0031301138631929515,0.9859981876048676,1384415586.0969367
GW231123_135430,2.9320908150487566,0.7379128660180592,133.54380012922746,109.61721517929372,103.29199411758128,2597.0916878479597,0.43838580014876805,0.45522242973122184,1384782888.612587
GW231127_165300,3.489161116386125,1.1128898669860834,43.911070134020335,27.639745852351766,29.14036829112139,4165.518013227039,0.02456772815599728,0.6836982852032536,1385139198.8909557
GW231129_081745,1.1536817431670308,1.2066325934476838,42.89660488570993,23.88978350168074,26.447539480708265,3601.5083601221295,0.016064249880331505,0.6097618599675112,1385281083.651953
GW231206_233134,2.314401044280135,0.014463229787701426,33.38155577111975,28.013453238568708,25.347576855152496,3283.87654410463,-0.06469440938320126,0.5566560401467591,1385940712.5007517
GW231206_233901,6.144699231356683,0.2392393109115749,36.49912655204174,30.590086241283174,28.023969174864074,1565.7783862462936,-0.01092911723457235,0.29506700636782374,1385941159.5040627
GW231213_111417,2.698518588387311,0.6071618016375995,34.269482522908056,26.7712961790564,26.325079446119318,3668.234786956895,0.0445604907004451,0.6490820042684312,1386501275.9243803
GW231221_135041,5.937179535011314,-1.3142217341310662,43.23818431137374,29.302003137042334,29.64312215958813,4204.566391360394,0.014939899016404135,0.6849840806078966,1387201859.2982697
GW231223_032836,4.044044213081884,-0.6018584196071141,45.109218899003835,32.284325325726655,32.480666901201666,3447.83038668855,-0.10571798898945639,0.5865789223946979,1387337334.0254936
GW231223_075055,2.176597807585033,-1.1757283779307623,10.297383041850493,6.107299362895846,7.851241112759,892.6788812742195,0.031283944784809725,0.18079941087335613,1387353073.298714
GW231224_024321,3.78026136237736,-0.6644157024877284,8.960540705745926,7.31570756167668,7.052829665145172,1024.044087340552,-0.0033726344249273565,0.20289899110113663,1387421019.9545436
GW231226_101520,2.0335482390818553,0.8375028967563305,39.43405994082499,35.55701601273343,32.07895590291755,1219.2998202832498,-0.1259571745260169,0.23663375535314593,1387620938.3200762
GW231230_170116,1.0387143970923367,-0.9812273741683974,48.73871581349097,35.09124000478711,35.29267904679196,5251.551691669589,-0.1522922790149338,0.9169584699908663,1387990894.9579298
GW240107_013215,2.95625030425646,-1.3287837080498313,57.4068031830372,27.296646483465157,33.465333697853836,4795.857211191939,0.2565894202549437,0.7674031129278781,1388626353.692347
GW250114_082203,2.365822827817123,0.7389884363994811,33.41795775084119,32.32113764193779,28.659808293317518,404.4314716108442,-0.03290222350350901,0.08613982265731379,1420878141.2367492
