idx,snr_H1,snr_L1,snr_network,chirp_mass,mass1,mass2,distance,inclination
5971,0.8989663925469091,0.6116361995201095,1.0873083350605783,38.66835016589942,33.60816955566406,59.66741180419922,3219.6748046875,1.318575143814087
5972,1.4045156782388453,0.5439675959232247,1.506175632465622,62.680941282215834,87.9424057006836,59.40268325805664,2610.506591796875,1.7019383907318115
5973,6.269378335407058,3.8585850852368386,7.361642722414852,30.367410575877404,67.7522201538086,19.33804702758789,1481.3603515625,0.8962152600288391
5974,21.058275634517006,14.775592276560912,25.72487317407919,50.19879567567673,71.61613464355469,46.845829010009766,750.9639282226562,0.7526176571846008
5975,4.391761767479765,3.396317700011739,5.551805592931909,57.31521814246731,86.68948364257812,50.71686935424805,2347.803466796875,0.6518304944038391
5976,4.280712024483475,1.3718242748944807,4.495152642318966,21.835119366521354,84.95506286621094,9.132306098937988,1842.859130859375,0.4248461127281189
5977,1.044513183055507,0.9180031289965069,1.3905889164034513,32.9552977322991,74.296875,20.811899185180664,2191.1298828125,1.7329370975494385
5978,2.0986861043478298,1.3448780753011047,2.492625202875128,44.23462619100171,40.80837631225586,63.90262985229492,3347.143310546875,2.1414153575897217
5979,1.409443279745267,0.7806782947216182,1.6112072984779298,40.226295377091034,56.16191864013672,38.296085357666016,4195.09033203125,1.3964385986328125
5980,67.23143595493457,48.251218983676864,82.75413049493787,19.254134562820532,10.613319396972656,51.65480041503906,139.6737518310547,2.2529401779174805
5981,0.11197401105550692,0.23570518252629105,0.2609504018422102,28.86954226876505,17.485584259033203,68.6083984375,3803.945068359375,1.4942331314086914
5982,4.898810136440161,2.7192635155749723,5.6029219894646065,30.290771876885287,20.506895065307617,62.649166107177734,3504.8525390625,3.054936647415161
5983,1.1433340724278183,0.8574496564023522,1.4291370523637303,21.70254464413563,51.08363342285156,13.244524002075195,4348.97119140625,1.1704821586608887
5984,1.2557874938828786,2.1358527343003435,2.477674137656301,27.22755795019486,81.41415405273438,13.822366714477539,893.4486694335938,0.8781988024711609
5985,1.1464438644526045,0.6255248136287153,1.305991893851666,19.688413344688623,26.826562881469727,19.173717498779297,4391.61376953125,1.757189393043518
5986,1.852010661893558,1.1671897994629314,2.189126656851479,28.566584684223347,73.27442932128906,16.300739288330078,3606.35986328125,1.6360231637954712
5987,4.2491676149695135,1.9459418283348835,4.673554858923667,42.4532091283997,42.41865158081055,56.2869873046875,3874.78759765625,1.550005555152893
5988,5.728558875457348,2.516304584781887,6.256850290120061,20.444439653950134,19.95806121826172,27.785001754760742,574.34326171875,1.0109226703643799
5989,5.682698499627405,2.9229891382369324,6.390377746261847,50.84427393356958,55.34418487548828,61.67062759399414,3182.9619140625,0.9520992636680603
5990,2.147611783269483,0.13676287180632074,2.1519620012311185,60.61338052725387,58.57815170288086,83.26948547363281,4253.02294921875,1.8385951519012451
5991,9.66701056387018,4.025526796339357,10.471674136928817,66.68857894283855,66.01841735839844,89.29411315917969,1467.9720458984375,1.4731941223144531
5992,2.1579748804265106,0.9983481891809752,2.3777204821830393,62.76634816258386,80.40630340576172,64.80142974853516,3556.264404296875,1.2156130075454712
5993,62.66757728097159,53.86556785528367,82.63609769730608,52.09468763737141,82.5716323852539,44.208824157714844,352.9835205078125,2.968501567840576
5994,5.708627758775212,3.6684670111552675,6.785726276545008,51.45169067166967,65.64543151855469,53.326499938964844,1539.80810546875,0.9881941080093384
5995,0.8871732686425162,0.4688602221517389,1.0034472166038553,21.86235595030852,11.041138648986816,65.82540130615234,4039.84375,1.729612112045288
5996,27.517368373543505,11.16436171123741,29.695934648106906,32.838038994598826,69.11656188964844,21.916961669921875,656.272705078125,2.7924463748931885
5997,0.4085285429449125,0.32499733592729,0.5220333693936902,13.563951578335113,6.845618724822998,40.87613296508789,4957.87939453125,2.0201287269592285
5998,181.9959908453523,86.1294625496377,201.34752296184575,57.48771005946302,56.8516731262207,77.05829620361328,128.44244384765625,2.214016914367676
5999,43.78494729818366,29.657173413735123,52.88354701414305,28.773311902626585,25.71045684814453,43.0516357421875,260.07373046875,0.5534508228302002
6000,5.6138022749265275,3.2183581767911296,6.47090452225101,20.907415885891314,15.34412956237793,39.222354888916016,1969.9033203125,2.214988946914673
6001,2.541675315715015,1.7693316605099265,3.096877126299627,20.820567167494705,12.641195297241211,49.327674865722656,2752.160400390625,1.0746173858642578
6002,9.638976682712403,4.565176161408747,10.665397548829022,51.091577130703264,40.041465759277344,88.71451568603516,2471.523681640625,2.6060030460357666
6003,16.889738711514894,11.299358321073566,20.320894965804513,24.682270018212026,35.840824127197266,22.663471221923828,1109.1083984375,2.688253879547119
6004,9.102168243266936,4.631110888093162,10.212573367499111,43.55303395930886,55.80949020385742,44.9526252746582,2792.511474609375,2.317476272583008
6005,5.79317189095028,2.7783923156621277,6.424975051922521,38.42016577652097,27.697559356689453,73.63259887695312,3779.872314453125,3.0907864570617676
6006,1.8388887640584477,0.1416411779633864,1.8443356825359263,25.163239165043894,66.66297149658203,14.005348205566406,2369.736572265625,0.885299563407898
6007,8.626484992218527,5.867273048122175,10.432695545360861,45.16564163082822,58.01692199707031,46.508575439453125,1335.540283203125,0.7923921942710876
6008,77.13747527679406,27.304342344616728,81.82736218985704,53.786689779671825,74.82949829101562,51.37385559082031,254.14047241210938,2.600181818008423
6009,3.984269746064383,1.7184524260046097,4.339064893481667,29.178420385577247,35.282474517822266,31.856857299804688,3784.541259765625,0.8189389705657959
6010,4.453054058000031,1.3569448537488285,4.655211034914097,46.056329201522715,69.37247467041016,40.90652847290039,4532.02490234375,2.4932265281677246
6011,3.5848842528508116,2.0335173234279647,4.121478837871105,52.63139030408144,68.94690704345703,53.19175720214844,4247.365234375,2.6340222358703613
6012,0.3011488975856747,0.7734411720961637,0.8300011477164081,39.64797327832459,47.85414505004883,43.365562438964844,2795.143310546875,1.609397053718567
6013,2.2111787196008152,1.1499830519032086,2.492342743219744,21.12942131917866,42.922279357910156,14.516611099243164,3161.630126953125,0.8194380402565002
6014,2.7293574869736337,0.8770323540604171,2.866806244197153,31.345456702932864,84.52210998535156,17.211084365844727,2343.97705078125,1.9152482748031616
6015,1.6164769552838394,1.132634877817674,1.973793178986281,40.77895232209357,30.843177795410156,73.81813049316406,3391.928466796875,1.8148975372314453
6016,6.428362696357505,2.922800816391989,7.061629526406947,66.77586152425512,79.73457336425781,73.81312561035156,3006.966552734375,1.9530746936798096
6017,4.177652820505591,0.9306983633740571,4.280068052293733,43.190981890286,61.18034744262695,40.57181167602539,909.0098266601562,0.9760958552360535
6018,1.3319644740318837,3.0014185496496517,3.283693449496169,49.906525723940334,39.54890060424805,85.54803466796875,1397.73681640625,1.1212069988250732
6019,3.02982292101329,1.9147023232334146,3.584119406394399,40.629890324724244,52.62335968017578,41.50917434692383,2845.595703125,1.0806750059127808
6020,3.868969100153428,1.8986064401582485,4.309713251778175,73.09072831082712,79.47438049316406,88.75114440917969,1841.8699951171875,1.1941792964935303
6021,6.205242757421774,2.9277245879448768,6.861239606761477,39.14830832517258,82.64949035644531,26.064102172851562,1456.6580810546875,0.16855619847774506
6022,4.075204910577694,4.0725880733578474,5.761359967789995,40.96968182596441,69.29421997070312,32.84518814086914,1418.7525634765625,1.0909364223480225
6023,3.5014058670050043,2.333390581074359,4.2076780591370815,31.527276769641585,66.8784408569336,20.90911293029785,1429.0635986328125,1.9261919260025024
6024,0.5034184001868273,0.8949003753429121,1.0267798047466408,28.589443567452317,18.461942672729492,62.68354797363281,2854.41943359375,1.9483126401901245
6025,4.012832638820825,1.6435286135827556,4.3363593129318705,48.26894862516523,81.4560317993164,38.77268600463867,1813.4010009765625,1.2611057758331299
6026,1.5898454193235576,1.2685371096489781,2.033911221243612,37.374896486169874,22.74106788635254,88.30635833740234,2327.25537109375,1.2430827617645264
6027,9.572486127463117,5.147872344464909,10.86890428402884,48.89237575725083,59.16411209106445,53.34194564819336,3123.008056640625,2.8270037174224854
6028,49.71706293029564,45.89599857683987,67.66261177179214,72.07955906610647,80.1953353881836,85.50199890136719,111.91154479980469,1.6601052284240723
6029,7.639714168717799,3.407874552550729,8.365335710276685,45.4919129150137,75.34104919433594,37.1441535949707,2639.814208984375,0.9950366616249084
6030,1.5600568305259297,0.9637190402045416,1.8337207265348157,26.841432696413918,40.205474853515625,23.960290908813477,4778.3720703125,1.517987847328186
6031,12.430336514371302,8.204295471682927,14.893748018789276,53.955418814481625,51.379730224609375,75.30879974365234,742.986083984375,1.6754441261291504
6032,18.36800054069916,5.7596674979054505,19.249862689109058,14.195516549979338,11.119019508361816,24.665056228637695,252.7557830810547,1.4787616729736328
6033,1.7987462005612682,1.1995487358200614,2.1620372484397916,20.180685343926204,63.68614959716797,9.840008735656738,768.8997192382812,1.872086763381958
6034,11.091735980460182,6.163938449685522,12.689394952941868,28.252347865347346,21.42521095275879,50.983463287353516,864.2012939453125,0.9746448993682861
6035,3.815665968281546,3.0846855686343173,4.906586577126992,50.472779574774535,49.417598724365234,68.3793716430664,2323.6904296875,1.2807697057724
6036,5.195902249959221,2.72215132049678,5.865791336453562,41.24945758255923,44.39412307739258,50.617000579833984,3590.732177734375,2.604051351547241
6037,1.2506555110914037,1.4074993606316066,1.8828684652948229,39.875629044896215,55.4770622253418,38.0861930847168,4265.46435546875,1.8688642978668213
6038,1.5717061339523408,0.6791165973226001,1.7121505553725234,41.43238528980391,61.087249755859375,37.51895523071289,4600.15087890625,1.1916567087173462
6039,1.026613661925268,1.1511728578154166,1.5424443456483352,39.38104395171581,30.002511978149414,70.68196105957031,4088.927001953125,2.038109540939331
6040,4.413383722737167,2.932409357235736,5.298771605053862,56.65499678666904,62.199134826660156,68.12141418457031,2544.6669921875,0.7050778865814209
6041,3.1485771663139888,2.1412429312228554,3.807684265107294,42.538028212486815,60.94485092163086,39.54231643676758,2907.92138671875,2.3361194133758545
6042,2.3728764373762523,1.9489100281571488,3.070633954887315,40.67913738506267,43.729393005371094,49.97686004638672,2748.715087890625,1.3911646604537964
6043,3.3574799432975193,1.9675294919936575,3.89150920229028,54.52620974886354,76.3284683227539,51.782691955566406,3616.484375,1.5190486907958984
6044,2.0480220617085765,1.3836365376997428,2.4716076617664826,45.64898005744379,37.40524673461914,75.29383087158203,3542.942626953125,1.0572025775909424
6045,1.6382953043129316,0.5159110265035085,1.7176075487146956,44.42319978933668,56.361915588378906,46.289894104003906,4601.9248046875,1.6939523220062256
6046,2.587750247586953,0.7108463753646875,2.68360837553758,24.26435009652008,11.899812698364258,75.98116302490234,988.3421630859375,0.9776774048805237
6047,1.6173659365877533,0.5793181277918021,1.7179877956558884,16.614150820093283,9.179598808288574,44.436279296875,3603.148193359375,2.06950044631958
6048,25.41511868964023,9.862407697475943,27.261609336202678,47.31234060144982,68.75543975830078,43.411556243896484,1015.2404174804688,3.0257253646850586
6049,4.214322341374996,0.5101239162263352,4.245084122478437,45.30107806334716,48.018192291259766,56.46678161621094,3014.685302734375,0.6063845753669739
6050,4.049411885766769,1.237581575229875,4.234305701757685,34.228221175920126,71.48519134521484,22.989505767822266,1187.9154052734375,1.437210202217102
6051,8.367071414506091,5.411245382294549,9.964409698664996,53.79109687225859,66.85564422607422,57.1775016784668,715.2359619140625,1.2533178329467773
6052,2.3602919900677737,1.6194044242421213,2.862420124236316,24.452447591771378,11.657670974731445,79.540283203125,685.1153564453125,1.9024909734725952
6053,3.6169864161883005,4.016238694150155,5.404883345945556,39.19696975314078,72.29358673095703,29.181493759155273,2719.123291015625,0.2742409110069275
6054,5.899509469181167,3.9865417520878568,7.120163419339333,40.956751689962786,27.389360427856445,85.9963607788086,2635.738525390625,0.3440569043159485
6055,1.4174180382768296,0.5062535636723792,1.5051134727865272,29.400437018224398,49.474464416503906,23.67432403564453,4574.3388671875,0.8535159826278687
